IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
18.172.31.115,4,3,0.25,478.24,0.00
65.49.237.8,4,3,0.25,478.43,0.00
154.92.9.5,4,3,0.25,478.65,0.00
65.49.237.39,4,3,0.25,478.70,0.00
154.92.9.3,4,3,0.25,478.92,0.00
23.193.170.32,4,3,0.25,479.89,0.00
65.49.236.151,4,3,0.25,480.64,0.00
154.92.9.2,4,3,0.25,481.51,0.00
154.92.9.4,4,3,0.25,483.08,0.00
65.49.237.173,4,3,0.25,484.39,0.00
65.49.237.39,4,3,0.25,485.07,0.00
13.249.160.43,4,3,0.25,485.86,0.00
65.49.237.237,4,3,0.25,486.44,0.00
65.49.237.39,4,3,0.25,487.28,0.00
65.49.236.71,4,3,0.25,488.83,0.00
65.49.237.39,4,3,0.25,490.44,0.00
65.49.237.237,4,3,0.25,491.44,0.00
18.65.182.137,4,3,0.25,491.48,0.00
154.92.9.2,4,3,0.25,492.52,0.00
5.180.45.91,4,3,0.25,492.93,0.00
65.49.237.39,4,3,0.25,494.84,0.00
137.220.130.105,4,3,0.25,497.28,0.00
205.198.64.235,4,3,0.25,498.05,0.00
65.49.237.237,4,3,0.25,498.91,0.00
65.49.237.237,4,3,0.25,501.16,0.00
65.49.236.53,4,3,0.25,501.52,0.00
154.92.9.0,4,3,0.25,501.83,0.00
65.49.236.53,4,3,0.25,503.47,0.00
154.92.9.1,4,3,0.25,504.50,0.00
65.49.237.237,4,3,0.25,505.27,0.00
65.49.237.39,4,3,0.25,506.53,0.00
154.92.9.2,4,3,0.25,507.62,0.00
65.49.237.8,4,3,0.25,507.75,0.00
65.49.237.237,4,3,0.25,509.24,0.00
65.49.237.39,4,3,0.25,511.13,0.00
137.220.150.184,4,3,0.25,512.54,0.00
65.49.237.8,4,3,0.25,512.90,0.00
65.49.237.237,4,3,0.25,513.20,0.00
65.49.237.39,4,3,0.25,513.89,0.00
65.49.237.39,4,3,0.25,517.46,0.00
154.92.9.0,4,3,0.25,518.47,0.00
65.49.237.39,4,3,0.25,519.20,0.00
65.49.237.39,4,3,0.25,519.24,0.00
65.49.237.39,4,3,0.25,519.80,0.00
65.49.236.153,4,3,0.25,521.11,0.00
65.49.237.39,4,3,0.25,522.39,0.00
65.49.236.53,4,3,0.25,523.00,0.00
65.49.237.39,4,3,0.25,527.51,0.00
104.71.152.185,4,3,0.25,529.95,0.00
13.227.56.200,4,3,0.25,530.30,0.00
65.49.237.39,4,3,0.25,531.03,0.00
65.49.237.39,4,3,0.25,531.24,0.00
65.49.237.39,4,3,0.25,531.54,0.00
65.49.237.39,4,3,0.25,533.29,0.00
154.92.9.1,4,3,0.25,534.18,0.00
154.92.9.2,4,3,0.25,537.79,0.00
154.92.9.5,4,3,0.25,537.91,0.00
154.92.9.4,4,3,0.25,539.41,0.00
154.92.9.3,4,3,0.25,544.03,0.00
65.49.237.8,4,3,0.25,545.45,0.00
65.49.236.151,4,3,0.25,546.00,0.00
154.92.9.4,4,3,0.25,550.54,0.00
65.49.237.173,4,3,0.25,550.84,0.00
23.216.153.202,4,3,0.25,551.31,0.00
65.49.237.39,4,3,0.25,556.53,0.00
18.176.73.69,4,3,0.25,557.95,0.00
154.92.9.5,4,3,0.25,562.02,0.00
65.49.237.39,4,3,0.25,565.06,0.00
23.32.248.203,4,3,0.25,570.56,0.00
154.92.9.5,4,3,0.25,570.82,0.00
154.92.9.5,4,3,0.25,570.94,0.00
168.138.193.200,4,3,0.25,572.91,0.00
154.92.9.2,4,3,0.25,574.50,0.00
172.105.217.111,4,3,0.25,580.00,0.00
23.209.45.49,4,3,0.25,582.66,0.00
99.84.55.37,4,3,0.25,584.94,0.00
209.146.103.39,4,3,0.25,588.19,0.00
209.146.100.156,4,3,0.25,588.36,0.00
154.92.9.5,4,3,0.25,594.11,0.00
103.231.73.117,4,3,0.25,594.30,0.00
156.238.18.79,4,3,0.25,608.35,0.00
172.104.112.251,4,3,0.25,629.22,0.00
154.92.9.2,4,3,0.25,630.71,0.00
154.92.9.1,4,3,0.25,633.65,0.00
23.192.47.114,4,3,0.25,657.62,0.00
154.92.9.4,4,3,0.25,664.15,0.00
154.92.9.3,4,3,0.25,695.40,0.00
23.209.45.25,4,3,0.25,714.69,0.00
65.49.237.8,4,2,0.50,60.95,0.00
65.49.236.151,4,2,0.50,97.29,0.00
65.49.236.71,4,2,0.50,99.94,0.00
65.49.237.237,4,2,0.50,101.17,0.00
65.49.237.173,4,2,0.50,101.36,0.00
65.49.237.114,4,2,0.50,104.63,0.00
65.49.236.53,4,2,0.50,104.66,0.00
65.49.237.237,4,2,0.50,104.85,0.00
65.49.237.39,4,2,0.50,106.31,0.00
65.49.236.151,4,2,0.50,107.30,0.00
65.49.237.39,4,2,0.50,108.05,0.00
65.49.236.53,4,2,0.50,108.41,0.00
65.49.237.39,4,2,0.50,113.78,0.00
65.49.236.151,4,2,0.50,116.83,0.00
65.49.236.53,4,2,0.50,117.02,0.00
65.49.237.237,4,2,0.50,119.56,0.00
65.49.236.151,4,2,0.50,120.86,0.00
65.49.237.39,4,2,0.50,121.84,0.00
65.49.237.237,4,2,0.50,122.60,0.00
65.49.236.151,4,2,0.50,122.74,0.00
65.49.237.39,4,2,0.50,124.21,0.00
65.49.237.39,4,2,0.50,125.22,0.00
65.49.236.151,4,2,0.50,125.24,0.00
65.49.237.39,4,2,0.50,126.40,0.00
65.49.237.173,4,2,0.50,127.19,0.00
65.49.237.237,4,2,0.50,127.38,0.00
65.49.236.71,4,2,0.50,127.41,0.00
65.49.237.237,4,2,0.50,127.76,0.00
65.49.237.8,4,2,0.50,127.94,0.00
65.49.236.53,4,2,0.50,128.06,0.00
65.49.237.173,4,2,0.50,128.85,0.00
65.49.236.53,4,2,0.50,130.68,0.00
18.172.50.151,4,2,0.50,130.86,0.00
65.49.237.237,4,2,0.50,132.19,0.00
65.49.236.151,4,2,0.50,132.31,0.00
65.49.236.151,4,2,0.50,133.20,0.00
65.49.236.151,4,2,0.50,133.99,0.00
65.49.237.237,4,2,0.50,134.75,0.00
65.49.237.237,4,2,0.50,135.19,0.00
65.49.237.237,4,2,0.50,136.10,0.00
65.49.237.173,4,2,0.50,137.08,0.00
34.85.41.69,4,2,0.50,137.65,0.00
65.49.237.8,4,2,0.50,137.70,0.00
65.49.237.237,4,2,0.50,138.03,0.00
65.49.236.53,4,2,0.50,138.05,0.00
65.49.236.151,4,2,0.50,138.45,0.00
65.49.237.237,4,2,0.50,138.63,0.00
65.49.237.237,4,2,0.50,139.46,0.00
65.49.237.39,4,2,0.50,140.59,0.00
65.49.236.71,4,2,0.50,141.13,0.00
65.49.237.237,4,2,0.50,141.26,0.00
65.49.237.237,4,2,0.50,141.29,0.00
65.49.237.173,4,2,0.50,141.29,0.00
65.49.237.237,4,2,0.50,141.32,0.00
65.49.237.237,4,2,0.50,142.02,0.00
65.49.237.237,4,2,0.50,142.53,0.00
65.49.237.237,4,2,0.50,142.79,0.00
65.49.237.237,4,2,0.50,142.97,0.00
65.49.237.237,4,2,0.50,143.44,0.00
65.49.237.173,4,2,0.50,144.36,0.00
65.49.237.39,4,2,0.50,145.25,0.00
65.49.237.237,4,2,0.50,145.31,0.00
65.49.237.237,4,2,0.50,145.39,0.00
65.49.237.237,4,2,0.50,145.68,0.00
65.49.237.237,4,2,0.50,145.87,0.00
65.49.236.53,4,2,0.50,146.73,0.00
65.49.237.237,4,2,0.50,146.99,0.00
65.49.237.39,4,2,0.50,147.11,0.00
65.49.236.53,4,2,0.50,149.50,0.00
65.49.237.237,4,2,0.50,149.54,0.00
65.49.236.53,4,2,0.50,149.95,0.00
65.49.237.173,4,2,0.50,150.11,0.00
65.49.236.151,4,2,0.50,150.76,0.00
65.49.236.71,4,2,0.50,151.04,0.00
65.49.236.53,4,2,0.50,151.09,0.00
65.49.237.237,4,2,0.50,152.34,0.00
65.49.237.237,4,2,0.50,152.96,0.00
65.49.237.237,4,2,0.50,153.11,0.00
65.49.237.39,4,2,0.50,153.39,0.00
65.49.237.173,4,2,0.50,153.78,0.00
65.49.237.237,4,2,0.50,153.79,0.00
65.49.236.151,4,2,0.50,154.70,0.00
65.49.237.237,4,2,0.50,154.85,0.00
65.49.237.237,4,2,0.50,155.43,0.00
65.49.236.151,4,2,0.50,155.65,0.00
65.49.237.237,4,2,0.50,155.93,0.00
65.49.237.237,4,2,0.50,156.23,0.00
65.49.237.237,4,2,0.50,156.32,0.00
65.49.236.151,4,2,0.50,156.84,0.00
65.49.237.237,4,2,0.50,157.04,0.00
65.49.237.237,4,2,0.50,157.53,0.00
65.49.237.237,4,2,0.50,157.55,0.00
65.49.237.173,4,2,0.50,158.14,0.00
65.49.237.237,4,2,0.50,158.15,0.00
65.49.236.53,4,2,0.50,158.56,0.00
65.49.237.237,4,2,0.50,158.71,0.00
65.49.237.237,4,2,0.50,159.15,0.00
65.49.237.8,4,2,0.50,159.47,0.00
65.49.236.151,4,2,0.50,159.54,0.00
65.49.237.173,4,2,0.50,160.29,0.00
65.49.237.237,4,2,0.50,160.32,0.00
65.49.236.153,4,2,0.50,161.08,0.00
65.49.236.53,4,2,0.50,161.19,0.00
65.49.236.151,4,2,0.50,161.29,0.00
65.49.237.39,4,2,0.50,161.31,0.00
65.49.237.237,4,2,0.50,161.38,0.00
65.49.237.173,4,2,0.50,161.78,0.00
65.49.237.8,4,2,0.50,162.12,0.00
65.49.236.53,4,2,0.50,162.23,0.00
34.84.135.102,4,2,0.50,162.43,0.00
65.49.237.173,4,2,0.50,162.55,0.00
18.172.31.128,4,2,0.50,162.87,0.00
65.49.236.53,4,2,0.50,163.21,0.00
65.49.237.173,4,2,0.50,163.23,0.00
65.49.237.237,4,2,0.50,163.23,0.00
65.49.236.53,4,2,0.50,163.27,0.00
65.49.236.71,4,2,0.50,163.61,0.00
65.49.237.39,4,2,0.50,163.86,0.00
65.49.236.71,4,2,0.50,164.14,0.00
65.49.237.237,4,2,0.50,164.18,0.00
65.49.237.173,4,2,0.50,164.47,0.00
65.49.237.173,4,2,0.50,164.49,0.00
65.49.237.237,4,2,0.50,164.52,0.00
65.49.236.151,4,2,0.50,165.17,0.00
65.49.236.53,4,2,0.50,165.95,0.00
65.49.236.53,4,2,0.50,166.04,0.00
65.49.236.53,4,2,0.50,166.27,0.00
65.49.237.114,4,2,0.50,166.85,0.00
65.49.237.173,4,2,0.50,167.34,0.00
65.49.237.8,4,2,0.50,167.72,0.00
65.49.237.8,4,2,0.50,167.88,0.00
65.49.237.237,4,2,0.50,168.04,0.00
65.49.236.71,4,2,0.50,168.55,0.00
65.49.236.151,4,2,0.50,168.98,0.00
116.206.92.35,4,2,0.50,169.06,0.00
65.49.237.237,4,2,0.50,169.18,0.00
65.49.237.173,4,2,0.50,169.48,0.00
65.49.236.153,4,2,0.50,169.57,0.00
65.49.237.237,4,2,0.50,170.31,0.00
65.49.237.237,4,2,0.50,170.46,0.00
65.49.237.237,4,2,0.50,170.62,0.00
65.49.237.39,4,2,0.50,171.04,0.00
65.49.237.237,4,2,0.50,171.79,0.00
65.49.236.53,4,2,0.50,172.06,0.00
65.49.236.71,4,2,0.50,172.06,0.00
65.49.237.114,4,2,0.50,172.26,0.00
65.49.237.173,4,2,0.50,172.43,0.00
65.49.237.8,4,2,0.50,173.13,0.00
65.49.237.237,4,2,0.50,173.43,0.00
65.49.236.53,4,2,0.50,173.57,0.00
18.65.190.108,4,2,0.50,173.74,0.00
65.49.237.173,4,2,0.50,173.77,0.00
65.49.237.173,4,2,0.50,173.91,0.00
65.49.236.53,4,2,0.50,174.38,0.00
18.172.39.201,4,2,0.50,174.76,0.00
65.49.237.237,4,2,0.50,175.38,0.00
65.49.236.53,4,2,0.50,175.84,0.00
65.49.237.237,4,2,0.50,176.12,0.00
65.49.237.114,4,2,0.50,176.33,0.00
65.49.237.173,4,2,0.50,177.13,0.00
65.49.237.8,4,2,0.50,177.24,0.00
45.159.48.212,4,2,0.50,178.19,0.00
65.49.237.39,4,2,0.50,178.48,0.00
65.49.236.53,4,2,0.50,178.56,0.00
65.49.237.237,4,2,0.50,178.61,0.00
65.49.236.53,4,2,0.50,178.92,0.00
65.49.237.237,4,2,0.50,179.14,0.00
65.49.237.237,4,2,0.50,179.20,0.00
65.49.237.237,4,2,0.50,179.28,0.00
65.49.237.39,4,2,0.50,179.75,0.00
99.84.55.40,4,2,0.50,179.82,0.00
65.49.237.237,4,2,0.50,180.05,0.00
65.49.237.173,4,2,0.50,180.15,0.00
65.49.236.71,4,2,0.50,180.51,0.00
65.49.237.39,4,2,0.50,180.55,0.00
65.49.237.237,4,2,0.50,180.69,0.00
65.49.236.53,4,2,0.50,180.95,0.00
65.49.236.71,4,2,0.50,181.41,0.00
65.49.236.151,4,2,0.50,181.55,0.00
65.49.237.173,4,2,0.50,182.23,0.00
65.49.236.151,4,2,0.50,182.45,0.00
99.84.50.53,4,2,0.50,182.78,0.00
65.49.236.71,4,2,0.50,182.85,0.00
65.49.237.39,4,2,0.50,182.89,0.00
65.49.236.71,4,2,0.50,183.31,0.00
65.9.37.18,4,2,0.50,183.58,0.00
18.172.50.28,4,2,0.50,184.12,0.00
65.49.237.237,4,2,0.50,184.71,0.00
65.49.237.237,4,2,0.50,185.55,0.00
65.49.237.237,4,2,0.50,186.77,0.00
156.231.113.118,4,2,0.50,186.82,0.00
65.49.236.151,4,2,0.50,186.97,0.00
65.49.237.39,4,2,0.50,187.63,0.00
65.49.237.237,4,2,0.50,188.02,0.00
65.49.237.237,4,2,0.50,188.63,0.00
13.35.70.215,4,2,0.50,188.98,0.00
65.49.237.173,4,2,0.50,189.00,0.00
65.49.236.153,4,2,0.50,189.99,0.00
65.49.237.39,4,2,0.50,190.02,0.00
8.216.81.13,4,2,0.50,190.19,0.00
65.49.236.151,4,2,0.50,191.05,0.00
65.49.237.237,4,2,0.50,191.65,0.00
65.49.237.173,4,2,0.50,191.66,0.00
65.49.237.237,4,2,0.50,191.69,0.00
65.49.236.71,4,2,0.50,191.85,0.00
65.49.237.237,4,2,0.50,192.08,0.00
108.160.133.235,4,2,0.50,192.57,0.00
65.49.237.8,4,2,0.50,193.25,0.00
65.49.237.237,4,2,0.50,194.05,0.00
65.49.237.237,4,2,0.50,194.49,0.00
65.49.236.53,4,2,0.50,195.39,0.00
65.49.237.8,4,2,0.50,197.91,0.00
65.49.236.153,4,2,0.50,198.61,0.00
99.84.55.104,4,2,0.50,198.73,0.00
65.49.236.151,4,2,0.50,199.10,0.00
65.49.237.8,4,2,0.50,200.83,0.00
141.147.184.121,4,2,0.50,201.11,0.00
65.49.237.114,4,2,0.50,201.59,0.00
65.49.237.237,4,2,0.50,201.91,0.00
65.49.236.71,4,2,0.50,202.03,0.00
65.49.237.237,4,2,0.50,202.52,0.00
65.49.237.173,4,2,0.50,203.03,0.00
18.65.199.194,4,2,0.50,203.73,0.00
65.49.237.8,4,2,0.50,204.14,0.00
65.49.237.237,4,2,0.50,204.40,0.00
65.49.236.71,4,2,0.50,204.76,0.00
65.49.236.151,4,2,0.50,205.50,0.00
65.49.237.39,4,2,0.50,206.20,0.00
65.49.236.151,4,2,0.50,206.88,0.00
65.49.237.173,4,2,0.50,206.99,0.00
65.49.237.39,4,2,0.50,207.14,0.00
65.49.236.151,4,2,0.50,208.09,0.00
65.49.237.237,4,2,0.50,208.29,0.00
65.49.237.237,4,2,0.50,209.45,0.00
65.49.237.237,4,2,0.50,209.90,0.00
138.2.8.192,4,2,0.50,209.92,0.00
154.83.31.136,4,2,0.50,210.06,0.00
65.49.237.237,4,2,0.50,211.72,0.00
65.49.237.114,4,2,0.50,211.83,0.00
65.49.237.237,4,2,0.50,211.91,0.00
65.49.236.151,4,2,0.50,212.44,0.00
18.65.214.155,4,2,0.50,212.53,0.00
65.49.237.237,4,2,0.50,212.65,0.00
65.49.237.237,4,2,0.50,213.26,0.00
156.231.112.27,4,2,0.50,213.42,0.00
18.65.190.167,4,2,0.50,213.76,0.00
13.249.172.106,4,2,0.50,213.86,0.00
65.49.237.114,4,2,0.50,214.13,0.00
65.49.237.237,4,2,0.50,214.54,0.00
65.49.236.151,4,2,0.50,214.69,0.00
65.49.237.173,4,2,0.50,214.79,0.00
65.49.236.151,4,2,0.50,214.95,0.00
65.49.236.53,4,2,0.50,215.21,0.00
65.49.236.53,4,2,0.50,215.46,0.00
13.227.56.5,4,2,0.50,215.57,0.00
65.49.237.237,4,2,0.50,215.58,0.00
65.49.236.53,4,2,0.50,215.62,0.00
18.172.39.210,4,2,0.50,215.98,0.00
65.49.236.151,4,2,0.50,216.03,0.00
18.65.207.59,4,2,0.50,216.10,0.00
65.49.237.8,4,2,0.50,216.13,0.00
45.66.131.176,4,2,0.50,216.54,0.00
13.113.102.145,4,2,0.50,216.57,0.00
18.172.52.47,4,2,0.50,216.88,0.00
65.49.237.237,4,2,0.50,217.84,0.00
65.49.236.53,4,2,0.50,218.04,0.00
47.245.38.121,4,2,0.50,218.48,0.00
65.49.237.173,4,2,0.50,218.59,0.00
65.49.236.151,4,2,0.50,219.41,0.00
65.49.236.151,4,2,0.50,219.41,0.00
65.49.237.237,4,2,0.50,219.67,0.00
65.9.37.37,4,2,0.50,220.06,0.00
65.49.236.53,4,2,0.50,220.12,0.00
132.145.122.39,4,2,0.50,220.49,0.00
65.49.236.151,4,2,0.50,221.05,0.00
18.65.185.74,4,2,0.50,221.11,0.00
45.77.21.193,4,2,0.50,221.60,0.00
65.49.236.53,4,2,0.50,221.92,0.00
65.49.236.71,4,2,0.50,222.16,0.00
65.49.237.237,4,2,0.50,222.78,0.00
65.49.236.53,4,2,0.50,223.29,0.00
45.77.11.110,4,2,0.50,223.37,0.00
143.204.126.27,4,2,0.50,223.50,0.00
65.49.237.237,4,2,0.50,223.51,0.00
65.49.237.39,4,2,0.50,223.53,0.00
13.227.62.8,4,2,0.50,223.56,0.00
65.49.237.237,4,2,0.50,224.11,0.00
18.65.216.24,4,2,0.50,224.56,0.00
65.49.236.53,4,2,0.50,224.90,0.00
65.49.236.71,4,2,0.50,226.42,0.00
65.49.237.173,4,2,0.50,226.68,0.00
65.49.237.237,4,2,0.50,227.31,0.00
65.49.236.151,4,2,0.50,227.47,0.00
65.49.237.237,4,2,0.50,228.73,0.00
18.172.52.32,4,2,0.50,228.95,0.00
65.49.237.237,4,2,0.50,229.00,0.00
18.65.199.164,4,2,0.50,229.61,0.00
65.49.237.237,4,2,0.50,229.87,0.00
65.49.237.237,4,2,0.50,230.09,0.00
47.245.38.121,4,2,0.50,230.47,0.00
65.49.237.237,4,2,0.50,231.05,0.00
65.49.236.153,4,2,0.50,231.56,0.00
65.49.237.237,4,2,0.50,231.94,0.00
18.65.168.65,4,2,0.50,232.00,0.00
65.49.237.237,4,2,0.50,232.19,0.00
65.49.237.8,4,2,0.50,232.62,0.00
65.49.236.151,4,2,0.50,232.95,0.00
65.49.237.114,4,2,0.50,233.44,0.00
65.49.237.237,4,2,0.50,233.45,0.00
147.78.245.63,4,2,0.50,233.59,0.00
18.65.171.44,4,2,0.50,233.71,0.00
18.65.190.61,4,2,0.50,233.73,0.00
65.49.237.114,4,2,0.50,233.83,0.00
65.49.237.173,4,2,0.50,234.29,0.00
65.49.237.237,4,2,0.50,234.73,0.00
18.65.207.123,4,2,0.50,234.81,0.00
65.49.237.8,4,2,0.50,235.41,0.00
13.249.160.37,4,2,0.50,235.87,0.00
65.49.237.237,4,2,0.50,235.92,0.00
65.49.237.237,4,2,0.50,236.37,0.00
140.238.42.70,4,2,0.50,236.83,0.00
65.49.236.151,4,2,0.50,237.01,0.00
65.49.237.237,4,2,0.50,237.31,0.00
65.49.236.53,4,2,0.50,237.93,0.00
65.49.236.153,4,2,0.50,238.75,0.00
65.49.237.237,4,2,0.50,239.11,0.00
18.178.157.108,4,2,0.50,239.15,0.00
65.49.236.53,4,2,0.50,239.75,0.00
65.49.237.237,4,2,0.50,239.81,0.00
18.65.207.101,4,2,0.50,241.35,0.00
65.49.237.39,4,2,0.50,241.67,0.00
65.49.237.237,4,2,0.50,242.07,0.00
65.49.237.173,4,2,0.50,242.11,0.00
65.49.236.71,4,2,0.50,243.41,0.00
65.49.237.237,4,2,0.50,243.53,0.00
65.49.237.237,4,2,0.50,244.09,0.00
65.49.237.237,4,2,0.50,244.80,0.00
154.16.248.228,4,2,0.50,245.08,0.00
47.91.29.53,4,2,0.50,245.27,0.00
65.49.237.39,4,2,0.50,246.37,0.00
65.49.237.237,4,2,0.50,247.09,0.00
65.49.237.237,4,2,0.50,247.21,0.00
65.49.237.8,4,2,0.50,247.36,0.00
65.49.237.237,4,2,0.50,247.37,0.00
43.207.8.97,4,2,0.50,248.38,0.00
65.49.237.39,4,2,0.50,248.52,0.00
65.49.237.173,4,2,0.50,248.56,0.00
23.192.47.82,4,2,0.50,248.83,0.00
65.49.236.53,4,2,0.50,249.06,0.00
65.49.237.173,4,2,0.50,249.10,0.00
65.49.237.173,4,2,0.50,250.06,0.00
65.49.237.173,4,2,0.50,250.44,0.00
65.49.237.173,4,2,0.50,250.73,0.00
65.49.237.237,4,2,0.50,251.00,0.00
65.49.237.237,4,2,0.50,251.00,0.00
65.49.237.237,4,2,0.50,251.26,0.00
65.49.236.71,4,2,0.50,251.35,0.00
65.49.236.53,4,2,0.50,251.46,0.00
35.76.114.6,4,2,0.50,251.57,0.00
65.49.237.237,4,2,0.50,251.95,0.00
45.63.127.229,4,2,0.50,254.23,0.00
65.49.237.173,4,2,0.50,254.46,0.00
207.148.95.0,4,2,0.50,255.08,0.00
18.65.214.139,4,2,0.50,255.51,0.00
23.57.116.207,4,2,0.50,255.60,0.00
65.49.236.71,4,2,0.50,256.86,0.00
65.49.237.237,4,2,0.50,256.87,0.00
65.49.237.173,4,2,0.50,257.38,0.00
65.49.237.173,4,2,0.50,259.41,0.00
108.160.133.235,4,2,0.50,260.04,0.00
155.248.171.112,4,2,0.50,260.55,0.00
65.49.236.151,4,2,0.50,260.67,0.00
65.49.236.71,4,2,0.50,261.30,0.00
18.65.185.59,4,2,0.50,261.36,0.00
13.115.47.65,4,2,0.50,261.39,0.00
65.49.236.151,4,2,0.50,262.05,0.00
65.49.237.237,4,2,0.50,262.14,0.00
65.49.237.39,4,2,0.50,262.44,0.00
65.49.237.237,4,2,0.50,263.02,0.00
18.172.31.43,4,2,0.50,263.95,0.00
47.245.53.14,4,2,0.50,265.01,0.00
65.49.237.237,4,2,0.50,265.07,0.00
23.33.32.233,4,2,0.50,266.11,0.00
13.227.62.96,4,2,0.50,268.22,0.00
43.163.211.249,4,2,0.50,268.30,0.00
65.49.236.151,4,2,0.50,268.88,0.00
23.215.44.207,4,2,0.50,269.36,0.00
23.33.32.203,4,2,0.50,271.57,0.00
65.49.236.71,4,2,0.50,272.27,0.00
65.49.236.151,4,2,0.50,272.59,0.00
18.172.50.152,4,2,0.50,272.78,0.00
18.65.207.85,4,2,0.50,272.97,0.00
65.49.237.173,4,2,0.50,273.59,0.00
65.49.237.237,4,2,0.50,274.21,0.00
65.49.236.151,4,2,0.50,275.89,0.00
65.49.236.71,4,2,0.50,277.10,0.00
65.49.237.237,4,2,0.50,277.21,0.00
65.49.236.53,4,2,0.50,277.53,0.00
65.49.236.151,4,2,0.50,277.72,0.00
18.65.214.214,4,2,0.50,278.71,0.00
138.3.212.206,4,2,0.50,278.75,0.00
18.183.82.17,4,2,0.50,279.65,0.00
65.49.237.237,4,2,0.50,279.97,0.00
195.245.242.191,4,2,0.50,280.49,0.00
54.178.157.74,4,2,0.50,281.10,0.00
65.49.237.39,4,2,0.50,281.67,0.00
65.9.37.190,4,2,0.50,282.45,0.00
141.147.174.243,4,2,0.50,282.49,0.00
65.49.236.71,4,2,0.50,282.83,0.00
141.147.162.58,4,2,0.50,282.90,0.00
65.49.236.71,4,2,0.50,283.85,0.00
65.49.237.173,4,2,0.50,284.90,0.00
43.133.183.243,4,2,0.50,285.97,0.00
65.49.237.114,4,2,0.50,286.37,0.00
65.49.236.53,4,2,0.50,286.70,0.00
47.245.30.45,4,2,0.50,288.35,0.00
65.49.237.173,4,2,0.50,289.07,0.00
18.65.199.148,4,2,0.50,289.18,0.00
65.49.237.237,4,2,0.50,289.42,0.00
18.65.199.31,4,2,0.50,290.14,0.00
13.35.70.24,4,2,0.50,291.51,0.00
65.49.237.8,4,2,0.50,292.30,0.00
65.49.237.39,4,2,0.50,292.46,0.00
65.49.236.71,4,2,0.50,293.05,0.00
65.49.236.53,4,2,0.50,293.88,0.00
65.49.236.71,4,2,0.50,295.07,0.00
65.49.236.71,4,2,0.50,296.95,0.00
65.49.236.53,4,2,0.50,297.31,0.00
52.195.130.255,4,2,0.50,298.35,0.00
65.49.237.237,4,2,0.50,298.72,0.00
65.49.237.237,4,2,0.50,298.81,0.00
65.49.237.173,4,2,0.50,298.93,0.00
65.49.237.173,4,2,0.50,299.74,0.00
4.216.196.3,4,2,0.50,302.08,0.00
65.49.236.71,4,2,0.50,304.37,0.00
65.49.236.71,4,2,0.50,305.09,0.00
65.49.236.71,4,2,0.50,307.15,0.00
18.179.130.242,4,2,0.50,307.52,0.00
18.65.190.169,4,2,0.50,308.16,0.00
65.49.236.151,4,2,0.50,308.48,0.00
65.49.237.39,4,2,0.50,308.98,0.00
143.204.126.35,4,2,0.50,309.08,0.00
45.159.51.120,4,2,0.50,310.05,0.00
18.183.208.170,4,2,0.50,310.12,0.00
18.65.190.113,4,2,0.50,310.32,0.00
65.49.237.237,4,2,0.50,310.65,0.00
23.3.102.207,4,2,0.50,311.37,0.00
157.7.189.59,4,2,0.50,313.73,0.00
65.49.237.237,4,2,0.50,314.57,0.00
65.49.237.173,4,2,0.50,317.13,0.00
65.49.236.153,4,2,0.50,319.78,0.00
155.248.187.121,4,2,0.50,320.60,0.00
65.49.237.237,4,2,0.50,321.64,0.00
65.49.237.237,4,2,0.50,321.82,0.00
18.172.50.116,4,2,0.50,323.68,0.00
65.49.237.237,4,2,0.50,324.66,0.00
65.9.42.110,4,2,0.50,325.98,0.00
65.49.237.237,4,2,0.50,327.21,0.00
18.65.190.42,4,2,0.50,327.75,0.00
65.9.42.19,4,2,0.50,329.18,0.00
65.49.237.237,4,2,0.50,329.95,0.00
18.172.52.7,4,2,0.50,330.22,0.00
65.49.237.237,4,2,0.50,331.10,0.00
92.249.48.102,4,2,0.50,331.44,0.00
3.112.252.190,4,2,0.50,331.71,0.00
132.145.122.39,4,2,0.50,332.28,0.00
65.49.237.237,4,2,0.50,332.69,0.00
65.49.236.71,4,2,0.50,332.73,0.00
65.49.236.71,4,2,0.50,332.89,0.00
65.49.236.71,4,2,0.50,332.99,0.00
188.253.25.173,4,2,0.50,333.25,0.00
155.248.187.121,4,2,0.50,333.57,0.00
65.49.236.71,4,2,0.50,333.86,0.00
65.49.237.237,4,2,0.50,334.55,0.00
18.172.39.2,4,2,0.50,334.74,0.00
65.49.237.237,4,2,0.50,336.45,0.00
65.49.236.151,4,2,0.50,336.80,0.00
188.253.17.178,4,2,0.50,336.90,0.00
65.49.237.237,4,2,0.50,337.32,0.00
65.49.236.71,4,2,0.50,338.10,0.00
65.49.237.39,4,2,0.50,338.11,0.00
65.9.37.13,4,2,0.50,338.86,0.00
65.49.237.173,4,2,0.50,339.80,0.00
65.49.236.71,4,2,0.50,340.18,0.00
65.49.236.71,4,2,0.50,340.38,0.00
45.77.11.110,4,2,0.50,340.85,0.00
65.49.237.237,4,2,0.50,343.02,0.00
54.199.223.143,4,2,0.50,343.54,0.00
65.49.236.53,4,2,0.50,343.74,0.00
65.49.237.237,4,2,0.50,344.12,0.00
45.66.131.176,4,2,0.50,344.19,0.00
65.49.236.151,4,2,0.50,344.30,0.00
65.49.236.71,4,2,0.50,344.54,0.00
